date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,dev_sda_tps,dev_sda_rd_sec,dev_sda_wr_sec,dev_sda_avgrq-sz,dev_sda_avgqu-sz,dev_sda_await,dev_sda_svctm,dev_sda_util-percent,dev_sdb_tps,dev_sdb_rd_sec,dev_sdb_wr_sec,dev_sdb_avgrq-sz,dev_sdb_avgqu-sz,dev_sdb_await,dev_sdb_svctm,dev_sdb_util-percent,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_avgqu-sz,dev_sdc_await,dev_sdc_svctm,dev_sdc_util-percent,dev_sdd_tps,dev_sdd_rd_sec,dev_sdd_wr_sec,dev_sdd_avgrq-sz,dev_sdd_avgqu-sz,dev_sdd_await,dev_sdd_svctm,dev_sdd_util-percent,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sde_util-percent,dev_sdh_tps,dev_sdh_rd_sec,dev_sdh_wr_sec,dev_sdh_avgrq-sz,dev_sdh_avgqu-sz,dev_sdh_await,dev_sdh_svctm,dev_sdh_util-percent,dev_sdg_tps,dev_sdg_rd_sec,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_avgqu-sz,dev_sdg_await,dev_sdg_svctm,dev_sdg_util-percent,dev_sdj_tps,dev_sdj_rd_sec,dev_sdj_wr_sec,dev_sdj_avgrq-sz,dev_sdj_avgqu-sz,dev_sdj_await,dev_sdj_svctm,dev_sdj_util-percent,dev_sdi_tps,dev_sdi_rd_sec,dev_sdi_wr_sec,dev_sdi_avgrq-sz,dev_sdi_avgqu-sz,dev_sdi_await,dev_sdi_svctm,dev_sdi_util-percent,dev_sdf_tps,dev_sdf_rd_sec,dev_sdf_wr_sec,dev_sdf_avgrq-sz,dev_sdf_avgqu-sz,dev_sdf_await,dev_sdf_svctm,dev_sdf_util-percent,dev_sdk_tps,dev_sdk_rd_sec,dev_sdk_wr_sec,dev_sdk_avgrq-sz,dev_sdk_avgqu-sz,dev_sdk_await,dev_sdk_svctm,dev_sdk_util-percent,memfree,memused,memused-percent,buffers,cached,commit,commit-percent,active,inactive,dirty,cpu_all_usr,cpu_all_nice,cpu_all_sys,cpu_all_iowait,cpu_all_steal,cpu_all_irq,cpu_all_soft,cpu_all_guest,cpu_all_gnice,cpu_all_idle,iface_enp2s0f0_rxpck,iface_enp2s0f0_txpck,iface_enp2s0f0_rxkB,iface_enp2s0f0_txkB,iface_enp2s0f0_rxcmp,iface_enp2s0f0_txcmp,iface_enp2s0f0_rxmcst,iface_enp2s0f1_rxpck,iface_enp2s0f1_txpck,iface_enp2s0f1_rxkB,iface_enp2s0f1_txkB,iface_enp2s0f1_rxcmp,iface_enp2s0f1_txcmp,iface_enp2s0f1_rxmcst,iface_enp2s0f2_rxpck,iface_enp2s0f2_txpck,iface_enp2s0f2_rxkB,iface_enp2s0f2_txkB,iface_enp2s0f2_rxcmp,iface_enp2s0f2_txcmp,iface_enp2s0f2_rxmcst,iface_enp2s0f3_rxpck,iface_enp2s0f3_txpck,iface_enp2s0f3_rxkB,iface_enp2s0f3_txkB,iface_enp2s0f3_rxcmp,iface_enp2s0f3_txcmp,iface_enp2s0f3_rxmcst,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f0_rxcmp,iface_enp6s0f0_txcmp,iface_enp6s0f0_rxmcst,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp6s0f1_rxcmp,iface_enp6s0f1_txcmp,iface_enp6s0f1_rxmcst,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f0_rxcmp,iface_enp131s0f0_txcmp,iface_enp131s0f0_rxmcst,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB,iface_enp131s0f1_rxcmp,iface_enp131s0f1_txcmp,iface_enp131s0f1_rxmcst
10/04 17:11:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,256948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64702,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,13540.0,23546.0,283.1,3.83,29.09,5.95,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,12004.0,29862.0,271.86,6.16,59.47,5.92,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,15758.0,32718.0,278.6,7.73,44.49,5.54,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62806948,2787240,4.25,103452,698428,1312204,1.97,1093640,249004,1284,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,99.52,11.0,11.0,1.91,6.67,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,113.0,46.84,17.09,0.0,0.0,0.0,2286.0,1508.0,11711.35,9544.09,0.0,0.0,0.0,3545.0,3064.0,19315.14,20920.72,0.0,0.0,0.0,2232.0,1481.0,11333.69,9244.22,0.0,0.0,0.0
10/04 17:11:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,256948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64702,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,16790.0,24488.0,259.61,7.53,36.14,5.98,95.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,16652.0,19610.0,292.44,3.29,29.88,5.98,74.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,11262.0,16712.0,263.91,2.04,22.73,6.47,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62807292,2786896,4.25,103452,698504,1312284,1.97,1093480,249028,1360,0.25,0.0,0.2,0.0,0.0,0.0,0.03,0.0,0.0,99.52,13.0,12.0,2.26,8.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,116.0,49.62,17.95,0.0,0.0,0.0,1751.0,1180.0,7717.2,7332.43,0.0,0.0,0.0,3135.0,3170.0,15328.14,22586.2,0.0,0.0,0.0,1665.0,1294.0,6853.75,8617.65,0.0,0.0,0.0
10/04 17:11:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,256948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64702,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,23124.0,28576.0,284.07,6.0,32.59,5.33,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,19174.0,28376.0,291.72,5.07,29.41,5.58,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,17430.0,30868.0,284.11,7.51,46.74,5.51,93.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62805200,2788988,4.25,103460,698584,1311196,1.97,1092816,249072,340,0.28,0.0,0.25,0.0,0.0,0.0,0.03,0.0,0.0,99.45,14.0,13.0,2.46,8.73,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,119.0,48.27,18.39,0.0,0.0,0.0,1983.0,1703.0,8819.49,11498.79,0.0,0.0,0.0,4339.0,4325.0,23822.02,30392.41,0.0,0.0,0.0,2177.0,1914.0,10185.51,12965.99,0.0,0.0,0.0
10/04 17:11:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,276198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37371,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,16270.0,26372.0,294.08,11.56,78.37,6.88,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,29232.0,28116.0,329.59,7.31,35.31,5.43,94.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,17828.0,33626.0,308.11,10.17,62.35,5.8,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62806072,2788116,4.25,102468,698628,1311968,1.97,1093432,248132,416,0.45,0.0,0.25,2.1,0.0,0.0,0.0,0.0,0.0,97.2,16.0,15.0,2.4,9.19,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,121.0,49.81,18.56,0.0,0.0,0.0,2441.0,2121.0,11888.52,14815.46,0.0,0.0,0.0,4547.0,4440.0,25741.98,31943.32,0.0,0.0,0.0,2066.0,1592.0,9375.94,10602.64,0.0,0.0,0.0
10/04 17:11:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,276198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37371,0,0,0,0,0,0,0,0,0,0,5.94,0.0,221.78,37.33,0.18,30.67,10.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.18,18188.12,27168.32,248.97,16.16,36.47,5.43,99.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.73,14281.19,22237.62,288.16,13.64,108.58,7.81,99.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.37,15200.0,32601.98,292.61,6.85,43.19,5.32,86.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62807888,2786300,4.25,102252,698696,1313300,1.97,1093592,247960,492,0.25,0.0,0.23,4.96,0.0,0.0,0.03,0.0,0.0,94.54,15.84,11.88,2.38,8.42,0.0,0.0,36.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.91,116.83,48.4,17.9,0.0,0.0,0.0,1781.19,1439.6,7251.94,9383.53,0.0,0.0,0.0,3758.42,3391.09,20679.96,23496.55,0.0,0.0,0.0,2210.89,1680.2,11083.69,11069.49,0.0,0.0,0.0
10/04 17:11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,165452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58725,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,18838.0,39326.0,336.21,8.43,76.95,5.49,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,17786.0,24172.0,237.05,16.06,77.05,5.65,100.0,5.0,40.0,0.0,8.0,0.1,8.8,19.4,9.7,111.0,9312.0,19648.0,260.9,12.24,103.14,9.01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62806260,2787928,4.25,101480,699092,1314240,1.97,1093808,247104,548,0.28,0.0,0.25,4.5,0.0,0.0,0.03,0.0,0.0,94.94,12.0,12.0,2.17,8.5,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,118.0,49.81,18.07,0.0,0.0,0.0,1997.0,1646.0,9013.03,11066.66,0.0,0.0,0.0,3736.0,3153.0,21129.24,22470.49,0.0,0.0,0.0,2048.0,1506.0,9904.45,9961.19,0.0,0.0,0.0
10/04 17:11:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,165452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58725,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,21686.0,24230.0,332.72,4.04,26.8,5.82,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,26762.0,33852.0,310.84,9.4,72.89,5.13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,16720.0,35030.0,270.94,11.43,55.2,5.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62806308,2787880,4.25,103236,699168,1313644,1.97,1093684,248960,624,0.33,0.0,0.3,2.45,0.0,0.0,0.03,0.0,0.0,96.9,14.0,13.0,2.29,9.45,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,112.0,47.7,17.03,0.0,0.0,0.0,2225.0,1910.0,10507.55,13274.77,0.0,0.0,0.0,4249.0,4458.0,23606.79,32396.43,0.0,0.0,0.0,2027.0,1624.0,9093.22,10776.77,0.0,0.0,0.0
10/04 17:11:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,165452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58725,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,18154.0,31580.0,276.3,8.35,56.8,5.47,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,10904.0,25504.0,280.06,5.71,41.22,6.88,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,11514.0,29110.0,288.11,3.92,29.43,6.35,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62807844,2786344,4.25,103476,698960,1313332,1.97,1093356,249216,652,0.3,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,99.47,21.0,14.0,2.95,8.96,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,122.0,51.04,18.83,0.0,0.0,0.0,2145.0,1746.0,9857.08,11451.7,0.0,0.0,0.0,3823.0,3100.0,21725.13,20532.24,0.0,0.0,0.0,2137.0,1635.0,10283.43,10776.64,0.0,0.0,0.0
10/04 17:11:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,203782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50688,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,22334.0,23906.0,321.11,4.39,35.73,6.39,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,22856.0,30478.0,272.11,12.84,44.22,5.11,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,24180.0,31194.0,311.09,8.84,40.0,5.43,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62805688,2788500,4.25,103476,699044,1311456,1.97,1093380,249256,732,0.28,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.47,20.0,13.0,2.79,8.73,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,120.0,50.17,18.45,0.0,0.0,0.0,2121.0,1840.0,9684.01,12780.72,0.0,0.0,0.0,4714.0,4895.0,26729.87,35036.43,0.0,0.0,0.0,1953.0,1945.0,8080.76,13849.75,0.0,0.0,0.0
10/04 17:11:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,203782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50688,0,0,0,0,0,0,0,0,0,0,13.0,0.0,224.0,17.23,0.39,30.15,6.23,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,10172.0,28030.0,287.23,4.12,40.71,5.89,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,16936.0,30554.0,258.1,5.57,33.83,5.18,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,14982.0,22926.0,280.8,5.96,34.34,6.44,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62806540,2787648,4.25,103484,699116,1311600,1.97,1093060,249280,808,0.3,0.0,0.25,0.13,0.0,0.0,0.0,0.0,0.0,99.32,14.0,13.0,2.29,8.73,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,117.0,50.45,17.8,0.0,0.0,0.0,1882.0,1625.0,7603.12,10964.38,0.0,0.0,0.0,3972.0,3211.0,23197.03,21282.3,0.0,0.0,0.0,1992.0,1827.0,8648.58,12484.42,0.0,0.0,0.0
10/04 17:11:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,280266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,36819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,13400.0,27304.0,306.05,4.14,30.62,6.05,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,15188.0,27872.0,316.62,5.71,41.82,6.56,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,15232.0,22734.0,281.23,3.62,31.95,5.67,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62807416,2786772,4.25,103484,699196,1311712,1.97,1093620,249308,804,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,99.55,18.0,13.0,2.63,8.73,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,115.0,50.95,17.68,0.0,0.0,0.0,2165.0,1492.0,10808.92,9477.44,0.0,0.0,0.0,3488.0,3140.0,19143.45,22163.57,0.0,0.0,0.0,2024.0,1469.0,9612.36,9462.6,0.0,0.0,0.0
10/04 17:11:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,280266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,12554.0,16404.0,314.76,2.01,26.17,6.4,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,13334.0,26496.0,331.92,2.77,28.62,6.09,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,10474.0,16746.0,269.5,1.67,18.0,6.81,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62808232,2785956,4.25,103484,699276,1311712,1.97,1093996,249344,888,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,99.52,15.0,14.0,2.52,8.96,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,122.0,51.88,19.21,0.0,0.0,0.0,1973.0,1214.0,9595.73,7745.63,0.0,0.0,0.0,2603.0,2534.0,12850.11,18363.2,0.0,0.0,0.0,1371.0,831.0,5032.27,5019.06,0.0,0.0,0.0
10/04 17:11:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,280266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,36819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,7646.0,13754.0,301.41,1.1,15.75,6.39,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,15960.0,15354.0,269.95,2.83,24.9,5.2,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,10726.0,20162.0,251.12,3.56,29.07,6.61,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62809616,2784572,4.25,103492,699352,1314672,1.97,1093276,249372,912,0.28,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,99.55,15.0,14.0,2.38,8.96,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,120.0,49.98,18.25,0.0,0.0,0.0,1397.0,1010.0,4965.44,6581.97,0.0,0.0,0.0,2762.0,2501.0,13788.1,17348.98,0.0,0.0,0.0,1484.0,1062.0,5760.7,7077.95,0.0,0.0,0.0
