date,_label_nic_down:1,_label_tc_delay:1,_label_vdb_hack:1,contCmd_AbortMigration:02759,contCmd_AddCombGroup:04264,contCmd_EndMigration:02787,contCmd_RemCombIntern:02339,contCmd_SetCombState:02697,contCmd_StartMigration:02731,contCombMngr_UpdateAllCombFirstAccess:00713,contCombMngr_UpdateAllCombFirstAccess:00724,contNet_DisconnectedNotif:01678,contNet_OscillationNotif:01786,contTgt_ConnectedNotif:00845,contTgt_DisconnectedNotif:00896,contTgt_SendDegradeRequest:00953,contTgt_SendDegradeRequest:00982,ioh_NewRequest:05796,ioh_NewRequest:06219,ioh_NewRequest:06481,netMsgSndSync_Wait:00305,netPath_IsKaNeeded:01858,netPath_RcvLoop_CK:01308,netPath_RcvLoop_CK:01329,netPath_RcvLoop_CK:01359,phyComb_CleanToothList:03791,phy_FreeComb:00523,raidComb_CheckDegradePermit:01795,raidComb_EndMigrateInter:03439,raidComb_GetRemoteDrl:01651,raidComb_GetRemoteDrl:01669,raidComb_Init:00462,raidComb_ResetRemoteDrl:09431,raidComb_SendMdmCombState:00920,raidComb_SendMdmCombState:00944,raidComb_SendMdmCombState:01028,raidComb_SendMdmCombState:01053,raidComb_SendSyncedCleanToothListToSec:10914,raidComb_SetCombState:01195,raidComb_SetPriTgtGenNum:02809,raidComb_ShouldTryAgain:06987,raidComb_UpdateWriteError:01874,raidComb_WaitForRemoteResponse:06389,raidComb_WaitForRemoteResponse:06418,raidMigrate_Start:00425,raidRebuild_Start:00389,raidRebuild_Start:00823,raidRebuild_Start:00982,,IO_LONG_30,REMOTE_IS_UNREACHABLE,Latency_172.18.158.42,IO_LONG_120,IO_SUBMIT_EXCEEDED_LIMIT,SCHEDULER_STUCK,ASYNC_IO_CK_EXCEEDED_LIMIT,IO_LONG_60,RPC_SEND_LINGERED_5SEC,MDM_IS_UNREACHABLE,WRITE_KA_CAUSED_DISCONNECT,SND_ERR_NOT_CONNECTED,IO_TIMEDOUT,RCV_MSG_RPC_NOT_FOUND,RPC_LINGERED_3SEC,CONNECTION_DOWN,IO_LONG_15,RCV_SOCK_IO_ERR,KA_CAUSED_DISCONNECT,NET_CHAN_REJECTED_MSG,RCV_ERR,IO_LONG_1,CON_SND_MSG_ABORTED,IO_LONG_5,RPC_TIMED_OUT,SND_ERR,DROPPED_REQUESTS,RPC_LINGERED_1SEC,NET_CHAN_ESTABLISH_ERROR,Latency_172.16.158.32,SOCKET_DOWN,RCV_TIMEOUT,NET_CHAN_UPDATED,MESSAGE_PEER_ID_MISMATCH,SND_TIMEOUT,NET_CON_CK_EXCEEDED_LIMIT,SND_SOCK_IO_ERR,IO_RETRY_10,SOCKET_CK_EXCEEDED_LIMIT,MALLOC_FAILED,dev_sda_tps,dev_sda_rd_sec,dev_sda_wr_sec,dev_sda_avgrq-sz,dev_sda_avgqu-sz,dev_sda_await,dev_sda_svctm,dev_sda_util-percent,dev_sdb_tps,dev_sdb_rd_sec,dev_sdb_wr_sec,dev_sdb_avgrq-sz,dev_sdb_avgqu-sz,dev_sdb_await,dev_sdb_svctm,dev_sdb_util-percent,dev_sdc_tps,dev_sdc_rd_sec,dev_sdc_wr_sec,dev_sdc_avgrq-sz,dev_sdc_avgqu-sz,dev_sdc_await,dev_sdc_svctm,dev_sdc_util-percent,dev_sdd_tps,dev_sdd_rd_sec,dev_sdd_wr_sec,dev_sdd_avgrq-sz,dev_sdd_avgqu-sz,dev_sdd_await,dev_sdd_svctm,dev_sdd_util-percent,dev_sde_tps,dev_sde_rd_sec,dev_sde_wr_sec,dev_sde_avgrq-sz,dev_sde_avgqu-sz,dev_sde_await,dev_sde_svctm,dev_sde_util-percent,dev_sdh_tps,dev_sdh_rd_sec,dev_sdh_wr_sec,dev_sdh_avgrq-sz,dev_sdh_avgqu-sz,dev_sdh_await,dev_sdh_svctm,dev_sdh_util-percent,dev_sdg_tps,dev_sdg_rd_sec,dev_sdg_wr_sec,dev_sdg_avgrq-sz,dev_sdg_avgqu-sz,dev_sdg_await,dev_sdg_svctm,dev_sdg_util-percent,dev_sdj_tps,dev_sdj_rd_sec,dev_sdj_wr_sec,dev_sdj_avgrq-sz,dev_sdj_avgqu-sz,dev_sdj_await,dev_sdj_svctm,dev_sdj_util-percent,dev_sdi_tps,dev_sdi_rd_sec,dev_sdi_wr_sec,dev_sdi_avgrq-sz,dev_sdi_avgqu-sz,dev_sdi_await,dev_sdi_svctm,dev_sdi_util-percent,dev_sdf_tps,dev_sdf_rd_sec,dev_sdf_wr_sec,dev_sdf_avgrq-sz,dev_sdf_avgqu-sz,dev_sdf_await,dev_sdf_svctm,dev_sdf_util-percent,dev_sdk_tps,dev_sdk_rd_sec,dev_sdk_wr_sec,dev_sdk_avgrq-sz,dev_sdk_avgqu-sz,dev_sdk_await,dev_sdk_svctm,dev_sdk_util-percent,memfree,memused,memused-percent,buffers,cached,commit,commit-percent,active,inactive,dirty,cpu_all_usr,cpu_all_nice,cpu_all_sys,cpu_all_iowait,cpu_all_steal,cpu_all_irq,cpu_all_soft,cpu_all_guest,cpu_all_gnice,cpu_all_idle,iface_enp2s0f0_rxpck,iface_enp2s0f0_txpck,iface_enp2s0f0_rxkB,iface_enp2s0f0_txkB,iface_enp2s0f0_rxcmp,iface_enp2s0f0_txcmp,iface_enp2s0f0_rxmcst,iface_enp2s0f1_rxpck,iface_enp2s0f1_txpck,iface_enp2s0f1_rxkB,iface_enp2s0f1_txkB,iface_enp2s0f1_rxcmp,iface_enp2s0f1_txcmp,iface_enp2s0f1_rxmcst,iface_enp2s0f2_rxpck,iface_enp2s0f2_txpck,iface_enp2s0f2_rxkB,iface_enp2s0f2_txkB,iface_enp2s0f2_rxcmp,iface_enp2s0f2_txcmp,iface_enp2s0f2_rxmcst,iface_enp2s0f3_rxpck,iface_enp2s0f3_txpck,iface_enp2s0f3_rxkB,iface_enp2s0f3_txkB,iface_enp2s0f3_rxcmp,iface_enp2s0f3_txcmp,iface_enp2s0f3_rxmcst,iface_enp6s0f0_rxpck,iface_enp6s0f0_txpck,iface_enp6s0f0_rxkB,iface_enp6s0f0_txkB,iface_enp6s0f0_rxcmp,iface_enp6s0f0_txcmp,iface_enp6s0f0_rxmcst,iface_enp6s0f1_rxpck,iface_enp6s0f1_txpck,iface_enp6s0f1_rxkB,iface_enp6s0f1_txkB,iface_enp6s0f1_rxcmp,iface_enp6s0f1_txcmp,iface_enp6s0f1_rxmcst,iface_enp131s0f0_rxpck,iface_enp131s0f0_txpck,iface_enp131s0f0_rxkB,iface_enp131s0f0_txkB,iface_enp131s0f0_rxcmp,iface_enp131s0f0_txcmp,iface_enp131s0f0_rxmcst,iface_enp131s0f1_rxpck,iface_enp131s0f1_txpck,iface_enp131s0f1_rxkB,iface_enp131s0f1_txkB,iface_enp131s0f1_rxcmp,iface_enp131s0f1_txcmp,iface_enp131s0f1_rxmcst
10/04 18:31:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,193180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25139,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.54,25087.13,17506.93,292.65,11.79,80.27,6.86,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.99,29148.51,31675.25,302.62,11.2,59.41,4.97,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.68,13770.3,23580.2,283.64,3.12,26.17,6.31,83.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62410700,3183488,4.85,109840,807944,1474208,2.21,1321844,290504,1228,0.17,0.0,0.4,2.11,0.0,0.0,0.02,0.0,0.0,97.29,19.8,18.81,2.81,10.94,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.5,128.71,50.29,19.92,0.0,0.0,0.0,1589.11,1969.31,4181.62,14745.72,0.0,0.0,0.0,4751.49,4845.54,26930.01,34591.05,0.0,0.0,0.0,1698.02,1677.23,5922.21,12042.53,0.0,0.0,0.0
10/04 18:31:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,193180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25139,0,0,0,0,0,0,0,0,0,0,15.84,0.0,269.31,17.0,0.6,37.94,4.44,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.09,23504.95,32687.13,294.06,13.39,54.59,5.22,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.75,18544.55,12986.14,252.75,12.18,95.83,7.99,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12807.92,17722.77,305.31,2.87,31.58,6.76,67.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62411036,3183152,4.85,108892,808024,1474964,2.21,1321448,289644,1316,0.12,0.0,0.37,4.97,0.0,0.0,0.0,0.0,0.0,94.53,19.8,17.82,2.86,10.54,0.0,0.0,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.56,122.77,48.61,19.04,0.0,0.0,0.0,1452.48,1721.78,3653.59,12951.57,0.0,0.0,0.0,4110.89,3950.5,23217.99,27670.72,0.0,0.0,0.0,1430.69,1492.08,4104.57,10694.22,0.0,0.0,0.0
10/04 18:32:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.33,23897.03,20124.75,263.09,5.81,35.09,5.86,98.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.18,30732.67,20744.55,282.57,18.75,55.7,5.47,99.7,4.95,39.6,0.0,8.0,0.07,7.4,14.2,7.03,111.88,15477.23,12613.86,251.08,11.62,99.75,8.91,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62407384,3186804,4.86,108628,808100,1477504,2.22,1322380,289432,1216,0.17,0.0,0.37,5.12,0.0,0.0,0.0,0.0,0.0,94.33,17.82,16.83,2.76,11.03,0.0,0.0,22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.41,122.77,51.24,19.02,0.0,0.0,0.0,1204.95,1294.06,2421.36,9330.81,0.0,0.0,0.0,3780.2,4780.2,17660.77,34860.74,0.0,0.0,0.0,1560.4,1268.32,5720.5,8516.29,0.0,0.0,0.0
10/04 18:32:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,126902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26569,0,0,0,0,0,0,0,0,0,0,1.98,0.0,126.73,64.0,0.02,9.0,9.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.59,20231.68,19600.0,283.31,7.22,57.2,7.06,99.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.23,23819.8,23992.08,269.78,12.54,51.2,5.63,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.47,22419.8,17809.9,262.14,15.34,67.35,6.5,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62406060,3188128,4.86,110844,807892,1475812,2.21,1322420,291512,1292,0.17,0.0,0.32,2.34,0.0,0.0,0.0,0.0,0.0,97.17,14.85,16.83,2.52,10.49,0.0,0.0,36.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.73,121.78,47.63,18.98,0.0,0.0,0.0,1263.37,1625.74,2733.89,11918.8,0.0,0.0,0.0,4259.41,4565.35,22531.43,32605.11,0.0,0.0,0.0,1355.45,1515.84,3504.25,10915.79,0.0,0.0,0.0
10/04 18:32:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,54118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,29222.0,26550.0,316.89,6.54,34.31,5.6,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,27990.0,27754.0,313.17,8.44,53.88,5.54,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,25120.0,28070.0,285.97,10.58,56.96,5.41,100.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62408988,3185200,4.86,110844,808288,1475856,2.21,1321960,291576,332,0.17,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,99.45,17.0,16.0,2.46,9.42,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,128.0,51.35,19.49,0.0,0.0,0.0,1590.0,1898.0,4659.34,13967.66,0.0,0.0,0.0,5520.0,5593.0,31415.91,41312.58,0.0,0.0,0.0,1535.0,2280.0,3590.5,17722.58,0.0,0.0,0.0
10/04 18:32:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,54118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4,20429.7,28544.55,305.33,8.14,61.15,6.02,96.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.33,27926.73,21857.43,297.53,7.37,44.4,5.69,95.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4,22398.02,23697.03,287.38,14.09,92.14,6.22,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62409228,3184960,4.86,110848,808360,1474052,2.21,1321312,291604,408,0.15,0.0,0.37,0.0,0.0,0.0,0.02,0.0,0.0,99.45,16.83,16.83,2.67,10.31,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.61,120.79,49.01,18.89,0.0,0.0,0.0,1634.65,1349.5,6068.05,9038.28,0.0,0.0,0.0,4220.79,4807.92,22516.84,36227.79,0.0,0.0,0.0,1762.38,1792.08,6785.58,12921.82,0.0,0.0,0.0
10/04 18:32:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,54118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28500,0,0,0,0,0,0,0,0,0,0,2.97,0.0,95.05,32.0,0.03,11.33,4.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.35,17003.96,32180.2,297.46,10.48,56.69,5.77,95.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.15,33467.33,24431.68,312.72,10.76,43.14,5.39,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.24,22669.31,25031.68,270.66,11.06,67.2,5.42,95.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62411424,3182764,4.85,110856,808436,1473760,2.21,1321564,291632,512,0.17,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,99.43,19.8,17.82,2.84,10.72,0.0,0.0,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.58,119.8,49.96,19.1,0.0,0.0,0.0,1525.74,1853.47,4459.63,13768.64,0.0,0.0,0.0,5120.79,5169.31,29709.4,36941.26,0.0,0.0,0.0,1768.32,2020.79,6406.95,14801.06,0.0,0.0,0.0
10/04 18:32:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,128407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,20588.0,20038.0,280.18,6.93,51.08,5.79,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,25964.0,23946.0,268.33,8.94,37.46,5.38,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,18342.0,21034.0,289.53,2.95,21.32,6.35,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62547468,3046720,4.64,110856,808552,1320788,1.98,1182164,291664,576,0.38,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,99.35,26.0,23.0,3.29,10.29,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,112.0,51.32,18.25,0.0,0.0,0.0,1521.0,1523.0,4896.55,10853.92,0.0,0.0,0.0,4220.0,4583.0,22183.1,32806.24,0.0,0.0,0.0,1570.0,1524.0,5020.9,10877.11,0.0,0.0,0.0
10/04 18:32:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,188200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29782,0,0,0,0,0,0,0,0,0,0,2.0,0.0,64.0,32.0,0.02,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,15876.0,15322.0,226.07,3.18,23.22,6.34,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,23602.0,23350.0,277.82,8.48,45.06,5.47,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21106.0,28218.0,290.14,6.71,37.35,5.5,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62549012,3045176,4.64,110864,808628,1320980,1.98,1182124,291708,668,0.38,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,99.3,20.0,19.0,2.9,10.85,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,113.0,51.84,18.07,0.0,0.0,0.0,1656.0,1696.0,5376.69,12054.32,0.0,0.0,0.0,4535.0,4419.0,24787.42,30658.12,0.0,0.0,0.0,1924.0,1735.0,7506.58,12205.43,0.0,0.0,0.0
10/04 18:32:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,188200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29782,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,20406.0,27474.0,291.95,5.49,30.88,5.77,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,31420.0,23672.0,293.04,11.22,59.31,5.32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,19438.0,25090.0,315.8,5.56,44.38,6.3,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62547516,3046672,4.64,110864,808716,1321052,1.98,1182392,291732,724,0.35,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.0,99.4,23.0,22.0,3.25,11.85,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,117.0,51.31,18.55,0.0,0.0,0.0,1757.0,1884.0,6231.79,13829.43,0.0,0.0,0.0,4714.0,4949.0,25737.2,36005.75,0.0,0.0,0.0,1751.0,1634.0,6649.33,11469.86,0.0,0.0,0.0
10/04 18:32:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,188200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29782,0,0,0,0,0,0,0,0,0,0,2.0,0.0,136.0,68.0,0.01,6.5,6.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,23258.0,29818.0,283.83,8.68,47.76,4.96,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,23840.0,18928.0,245.79,8.28,38.98,5.56,96.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,31370.0,25240.0,325.34,5.7,49.59,5.39,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62547084,3047104,4.65,110872,808792,1322416,1.98,1182400,291784,808,0.38,0.0,0.23,0.05,0.0,0.0,0.0,0.0,0.0,99.35,25.0,19.0,3.35,10.69,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,112.0,51.45,18.21,0.0,0.0,0.0,1441.0,2205.0,2731.54,17053.85,0.0,0.0,0.0,5486.0,5658.0,30820.77,40154.87,0.0,0.0,0.0,1565.0,1940.0,4639.52,14434.41,0.0,0.0,0.0
10/04 18:32:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55905,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,21002.0,35342.0,299.7,10.92,58.16,5.32,100.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,179.0,26056.0,26268.0,292.31,10.33,93.69,5.59,100.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,126.0,16462.0,19310.0,283.9,4.62,36.7,6.3,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62546920,3047268,4.65,110872,808884,1324372,1.99,1184396,291800,848,2.86,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,96.87,19.0,17.0,2.78,10.59,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,121.0,50.61,19.04,0.0,0.0,0.0,1790.0,1973.0,6410.27,14466.17,0.0,0.0,0.0,4786.0,4631.0,26779.5,31882.02,0.0,0.0,0.0,1646.0,1934.0,5341.26,14085.66,0.0,0.0,0.0
10/04 18:32:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55905,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,18922.0,16262.0,286.05,3.67,31.98,6.3,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,33750.0,20724.0,282.25,11.37,61.72,5.19,100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,13370.0,21930.0,282.4,4.11,33.18,6.9,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62548868,3045320,4.64,110876,808960,1324600,1.99,1184536,291840,928,2.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,96.89,16.0,16.0,2.61,11.08,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,116.0,50.48,18.24,0.0,0.0,0.0,1386.0,1458.0,3776.58,10454.86,0.0,0.0,0.0,4410.0,4683.0,23938.81,33649.9,0.0,0.0,0.0,1471.0,1726.0,4041.89,12811.87,0.0,0.0,0.0
